t_s,hour,capacity_kw,total_req_kw,total_flex_req_kw,total_served_kw,total_unmet_kw,hospital_req_kw,hospital_served_kw,hospital_unmet_kw,hospital_flex_req_kw,hospital_flex_served_kw,hospital_flex_unmet_kw,residential_req_kw,residential_served_kw,residential_unmet_kw,residential_flex_req_kw,residential_flex_served_kw,residential_flex_unmet_kw,commercial_req_kw,commercial_served_kw,commercial_unmet_kw,commercial_flex_req_kw,commercial_flex_served_kw,commercial_flex_unmet_kw,industrial_req_kw,industrial_served_kw,industrial_unmet_kw,industrial_flex_req_kw,industrial_flex_served_kw,industrial_flex_unmet_kw,ev_charging_req_kw,ev_charging_served_kw,ev_charging_unmet_kw,ev_charging_flex_req_kw,ev_charging_flex_served_kw,ev_charging_flex_unmet_kw
18600,11.166666666666668,220.0,199.88356072562433,85,206.9243144716558,77.95924625396852,64.49396168313598,64.49396168313598,0.0,5,5.0,0.0,48.639961424291236,48.639961424291236,0.0,18,2.0407537460314806,15.95924625396852,35.533474440597395,35.533474440597395,0.0,12,0.0,12.0,40.903669996589855,40.903669996589855,0.0,15,0.0,15.0,10.312493181009874,10.312493181009874,0.0,35,0.0,35.0
18900,11.25,220.0,193.17671459783585,85,202.56486448859332,75.61185010924257,60.28167018991063,60.28167018991063,0.0,5,5.0,0.0,45.35117512906008,45.35117512906008,0.0,18,4.38814989075744,13.61185010924256,35.85807598936162,35.85807598936162,0.0,12,0.0,12.0,41.92501752387811,41.92501752387811,0.0,15,0.0,15.0,9.760775765625423,9.760775765625423,0.0,35,0.0,35.0
19200,11.333333333333332,220.0,192.7037402287421,85,202.25743114868237,75.44630908005973,61.40873465346248,61.40873465346248,0.0,5,5.0,0.0,46.23311497064791,46.23311497064791,0.0,18,4.55369091994026,13.44630908005974,34.54523507655493,34.54523507655493,0.0,12,0.0,12.0,40.1743344333735,40.1743344333735,0.0,15,0.0,15.0,10.342321094703285,10.342321094703285,0.0,35,0.0,35.0
19500,11.416666666666668,220.0,195.66694837747792,85,204.18351644536065,76.48343193211727,60.98835882443506,60.98835882443506,0.0,5,5.0,0.0,44.26270632444383,44.26270632444383,0.0,18,3.5165680678827247,14.483431932117275,37.847373477261044,37.847373477261044,0.0,12,0.0,12.0,41.90546140204418,41.90546140204418,0.0,15,0.0,15.0,10.663048349293812,10.663048349293812,0.0,35,0.0,35.0
19800,11.5,220.0,189.30782433610327,85,200.05008581846712,74.25773851763614,58.36861098094732,58.36861098094732,0.0,5,5.0,0.0,44.99828715851108,44.99828715851108,0.0,18,5.742261482363851,12.257738517636149,34.270452101282764,34.270452101282764,0.0,12,0.0,12.0,41.749488790166424,41.749488790166424,0.0,15,0.0,15.0,9.920985305195687,9.920985305195687,0.0,35,0.0,35.0
20100,11.583333333333332,220.0,192.8907871392808,85,202.37901164053253,75.51177549874829,58.40001512285913,58.40001512285913,0.0,5,5.0,0.0,45.548396016464906,45.548396016464906,0.0,18,4.488224501251713,13.511775498748287,37.24783580428611,37.24783580428611,0.0,12,0.0,12.0,41.809725815164654,41.809725815164654,0.0,15,0.0,15.0,9.884814380506,9.884814380506,0.0,35,0.0,35.0
20400,11.666666666666668,220.0,192.92810436433857,85,202.40326783682008,75.5248365275185,58.417659669897276,58.417659669897276,0.0,5,5.0,0.0,47.674544841998625,47.674544841998625,0.0,18,4.475163472481501,13.524836527518499,35.900140355929715,35.900140355929715,0.0,12,0.0,12.0,41.24265435298054,41.24265435298054,0.0,15,0.0,15.0,9.69310514353242,9.69310514353242,0.0,35,0.0,35.0
20700,11.75,220.0,188.70401657847123,85,199.65761077600627,74.04640580246493,57.77500647738881,57.77500647738881,0.0,5,5.0,0.0,46.488421924554494,46.488421924554494,0.0,18,5.95359419753507,12.04640580246493,35.274276072274034,35.274276072274034,0.0,12,0.0,12.0,38.634069953366655,38.634069953366655,0.0,15,0.0,15.0,10.532242150887221,10.532242150887221,0.0,35,0.0,35.0
21000,11.833333333333332,220.0,193.4233624097974,85,202.72518556636828,75.6981768434291,61.184526738921576,61.184526738921576,0.0,5,5.0,0.0,46.895101973191196,46.895101973191196,0.0,18,4.301823156570903,13.698176843429097,33.97192543022515,33.97192543022515,0.0,12,0.0,12.0,41.733842307457294,41.733842307457294,0.0,15,0.0,15.0,9.637965960002177,9.637965960002177,0.0,35,0.0,35.0
21300,11.916666666666668,220.0,193.4691235601399,85,202.75493031409093,75.71419324604896,62.49594990354408,62.49594990354408,0.0,5,5.0,0.0,45.221357830364326,45.221357830364326,0.0,18,4.285806753951032,13.714193246048968,34.80083053676753,34.80083053676753,0.0,12,0.0,12.0,40.46006224242628,40.46006224242628,0.0,15,0.0,15.0,10.490923047037688,10.490923047037688,0.0,35,0.0,35.0
