t_s,hour,pred_next_total_req_kw,capacity_kw,total_req_kw,total_served_kw,total_unmet_kw,total_flex_req_kw,total_flex_served_kw,total_flex_unmet_kw,hospital_req_kw,hospital_served_kw,hospital_unmet_kw,hospital_flex_req_kw,hospital_flex_served_kw,hospital_flex_unmet_kw,residential_req_kw,residential_served_kw,residential_unmet_kw,residential_flex_req_kw,residential_flex_served_kw,residential_flex_unmet_kw,commercial_req_kw,commercial_served_kw,commercial_unmet_kw,commercial_flex_req_kw,commercial_flex_served_kw,commercial_flex_unmet_kw,industrial_req_kw,industrial_served_kw,industrial_unmet_kw,industrial_flex_req_kw,industrial_flex_served_kw,industrial_flex_unmet_kw
69360,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69420,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69480,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69540,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69600,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69660,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69720,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69780,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69840,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69900,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
69960,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70020,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70080,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70140,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70200,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70260,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70320,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70380,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70440,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70500,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70560,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70620,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70680,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70740,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70800,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70860,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70920,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
70980,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71040,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71100,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71160,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71220,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71280,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71340,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71400,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71460,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71520,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71580,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71640,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71700,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71760,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71820,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71880,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
71940,1,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72000,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72060,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72120,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72180,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72240,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72300,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72360,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72420,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72480,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72540,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72600,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72660,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72720,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72780,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72840,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72900,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
72960,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73020,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73080,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73140,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73200,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73260,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73320,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73380,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73440,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73500,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73560,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73620,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73680,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73740,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73800,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73860,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73920,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
73980,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74040,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74100,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74160,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74220,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74280,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74340,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74400,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74460,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74520,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74580,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74640,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74700,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74760,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74820,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74880,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
74940,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
75000,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
75060,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
75120,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
75180,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
75240,2,518.5,600.0,518.5,518.5,0.0,152.75,28.525,124.225,187.0,187.0,0.0,22.75,22.75,0.0,136.0,136.0,0.0,52.0,0.0,52.0,119.0,119.0,0.0,42.25,5.774999999999999,36.475,76.5,76.5,0.0,35.75,0.0,35.75
